CARTON 1;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CARTON 2;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10
0218;1;4;8;9;11;21;26;45;53;58;1;14;25;39;40;41;44;45;50;52;5;7;13;19;20;21;24;25;30;36;0818;11;27;30;45;49;50;51;52;56;58;6;7;12;19;21;27;30;33;43;57;15;24;32;37;39;42;50;52;55;56
0219;7;13;20;25;30;36;41;50;51;54;7;10;24;26;28;32;34;56;57;59;4;11;12;18;20;27;29;46;50;60;0819;3;5;6;18;22;25;28;40;43;50;1;3;4;19;23;35;45;51;54;60;2;9;14;19;22;26;33;34;37;48
0220;4;5;6;15;16;23;26;47;48;59;10;19;24;28;31;34;46;47;49;59;9;17;19;22;25;28;35;44;56;60;0820;2;7;8;14;24;31;32;35;36;37;3;8;9;11;12;15;35;43;46;59;8;17;21;22;23;32;33;36;44;55
0221;5;8;15;24;28;29;38;45;55;56;2;5;13;17;20;30;46;48;54;57;9;12;16;18;23;34;35;49;52;55;0821;5;16;18;19;30;52;53;57;59;60;1;5;11;19;23;24;25;31;40;59;2;10;12;13;25;36;40;41;46;59
0222;1;5;9;10;14;16;19;24;28;53;5;6;16;21;25;27;54;55;56;60;3;13;17;23;32;46;48;49;50;51;0822;1;2;17;18;34;37;44;49;53;60;1;10;12;23;27;45;46;49;54;58;1;5;23;25;29;34;35;42;45;59
0223;2;3;19;23;24;29;35;47;49;58;2;4;10;13;21;23;34;44;54;56;7;10;12;13;28;31;35;41;48;50;0823;1;3;11;18;30;34;41;43;51;56;7;16;24;26;28;40;42;43;48;49;4;5;11;14;28;50;51;53;57;58
0224;2;11;23;24;26;33;45;46;53;55;2;7;8;9;13;21;36;37;40;53;10;25;27;38;41;43;44;49;57;60;0824;4;7;8;25;26;30;38;46;55;60;3;4;11;17;21;27;44;48;55;56;11;18;27;31;41;45;47;48;58;60
0225;1;9;10;11;12;15;25;45;46;59;11;12;18;20;31;33;35;40;44;55;5;7;9;13;14;17;25;34;42;52;0825;1;4;6;10;19;24;35;46;54;58;1;4;6;10;13;21;36;42;47;56;6;7;10;26;30;33;40;44;45;51
0226;2;5;19;30;32;38;39;40;47;55;4;6;13;29;43;44;48;50;51;59;3;10;17;19;28;30;33;50;53;55;0826;6;9;22;28;34;37;44;48;49;53;5;15;20;26;36;39;42;47;54;55;8;16;24;25;31;41;42;54;57;60
0227;4;5;8;15;20;23;26;30;48;60;2;12;20;21;31;33;47;49;52;55;5;9;15;25;26;33;43;46;52;53;0827;7;15;20;27;30;32;39;49;54;55;1;7;8;9;18;31;35;40;51;55;2;7;10;25;26;29;35;46;53;55
0228;1;11;13;20;32;38;41;42;54;58;6;16;17;18;26;27;32;46;51;52;5;8;18;22;26;34;36;44;48;49;0828;1;4;10;14;20;30;33;55;57;60;10;17;18;19;24;26;44;50;52;54;7;12;18;19;24;28;35;37;39;59
0229;1;7;15;21;25;31;32;45;56;57;7;19;23;28;29;32;43;47;53;54;2;5;22;26;31;35;44;51;52;60;0829;1;9;19;28;29;36;45;46;49;50;2;4;22;25;26;34;46;49;50;55;9;12;18;25;28;30;37;49;59;60
0230;3;7;26;29;36;42;45;53;54;57;13;14;24;30;33;36;41;47;48;51;11;12;29;35;40;44;50;54;57;60;0830;5;11;18;26;29;30;38;40;51;58;3;7;8;12;16;27;31;39;55;56;3;6;8;10;15;20;40;50;59;60
0231;13;21;24;32;39;44;49;50;52;53;11;19;26;27;28;31;44;50;57;60;6;9;10;12;20;23;25;35;51;58;0831;6;9;13;14;19;33;42;53;55;58;1;13;20;24;27;30;33;47;52;53;3;8;10;20;21;30;37;39;48;57
0232;3;6;8;21;26;28;37;38;45;49;3;9;24;26;27;34;37;46;54;59;5;7;15;18;20;25;28;46;49;54;0832;4;26;34;35;37;38;41;42;52;54;23;28;31;35;36;43;45;49;53;58;9;15;16;20;33;34;35;37;41;57
0233;6;10;23;28;30;39;43;44;48;54;7;9;16;24;29;32;41;42;45;46;2;12;18;26;32;35;36;58;59;60;0833;3;12;18;28;30;34;38;39;41;57;2;3;4;7;15;29;32;34;45;51;7;10;11;12;24;27;31;49;51;59
0234;2;8;15;16;28;31;32;48;49;55;2;3;4;5;7;12;15;16;27;56;12;14;33;35;41;43;46;51;54;60;0834;8;18;19;20;22;32;38;42;48;55;2;4;12;14;16;18;37;40;59;60;2;6;8;15;23;40;44;45;51;60
0235;6;15;17;24;28;39;48;50;52;57;10;13;14;21;40;45;52;54;55;58;2;13;29;30;31;49;54;56;57;60;0835;12;15;17;19;34;37;40;44;47;55;5;8;16;17;19;24;29;30;34;35;5;9;15;21;33;39;46;51;57;59
0236;6;9;16;24;25;32;38;44;45;59;2;14;22;27;29;30;39;44;48;58;3;6;7;11;36;39;41;43;44;47;0836;1;2;3;9;13;17;26;32;55;59;4;16;18;20;23;24;25;33;50;53;6;7;13;19;20;22;24;34;39;55
0237;12;34;40;41;42;47;50;54;55;58;4;11;20;22;24;33;34;48;51;53;3;6;8;11;17;21;22;28;40;47;0837;1;5;6;8;12;29;35;46;47;52;14;19;23;25;31;32;43;53;56;59;11;14;18;20;24;30;40;52;53;55
0238;4;8;12;18;23;40;45;51;58;59;10;14;17;18;26;30;31;45;48;59;2;6;7;15;16;30;34;35;39;54;0838;17;21;22;35;36;39;40;41;52;60;5;7;8;15;28;38;44;52;56;60;4;6;9;13;17;19;31;35;38;41
0239;15;19;20;27;31;32;38;50;54;56;3;11;15;17;26;35;37;48;51;54;22;25;27;30;34;40;42;51;57;58;0839;11;19;21;22;29;32;41;44;45;59;2;9;18;26;30;34;42;50;55;56;14;18;19;28;31;32;41;47;49;60
0240;7;18;19;21;22;29;33;37;45;48;2;4;9;11;16;24;33;43;51;54;7;9;18;25;26;35;39;40;54;57;0840;8;23;25;26;33;42;43;48;50;58;4;5;15;22;23;28;36;48;51;56;16;17;20;21;27;29;31;37;42;47
0241;7;13;22;23;44;51;53;55;57;59;9;21;22;25;38;42;48;51;59;60;4;11;19;20;31;33;38;54;57;60;0841;11;13;27;30;35;36;45;49;53;54;7;11;18;23;27;29;34;36;51;52;3;5;9;19;22;43;44;47;50;53
0242;5;19;22;23;25;27;30;34;46;52;5;12;24;37;38;40;42;47;52;54;1;4;19;29;34;44;45;55;58;60;0842;1;4;14;17;23;24;36;37;39;50;2;7;17;23;25;35;38;42;57;60;3;5;7;12;14;24;26;42;51;52
0243;19;22;23;25;30;37;45;46;54;58;7;9;10;24;25;32;34;36;47;48;12;18;19;38;42;52;55;56;57;58;0843;2;11;19;22;24;35;36;43;57;60;5;25;28;32;33;42;45;52;54;58;1;4;5;7;11;20;24;29;49;57
0244;5;17;19;26;31;33;36;38;53;54;4;8;9;18;24;30;33;50;52;55;3;23;24;26;38;40;51;54;56;59;0844;3;10;11;12;13;23;38;42;45;52;1;7;10;11;25;38;39;48;51;53;13;20;22;27;32;50;52;53;54;60
0245;6;12;24;30;34;36;41;55;57;60;5;15;18;24;34;43;44;46;49;51;11;13;16;22;32;36;44;52;59;60;0845;7;10;15;16;18;40;44;54;55;56;2;3;5;16;22;23;34;49;52;53;1;12;32;40;41;43;45;48;49;51
0246;23;26;31;41;43;44;50;53;55;60;4;5;10;20;25;26;28;35;51;58;5;13;24;25;27;38;44;45;58;60;0846;10;15;16;18;19;22;23;46;47;53;19;24;27;29;31;37;38;45;51;55;2;4;8;10;20;27;32;33;34;51
0247;4;9;10;13;26;27;34;37;41;52;1;9;17;19;24;34;39;40;48;60;5;8;15;16;21;30;35;36;44;57;0847;2;5;7;12;14;15;20;39;46;56;5;7;20;22;29;34;38;45;52;59;5;11;17;35;37;39;45;54;57;58
0248;3;11;19;21;27;40;47;57;58;60;2;21;30;39;42;44;45;47;52;56;3;4;8;14;19;24;25;29;35;55;0848;11;15;24;28;32;37;44;50;57;58;5;15;17;19;22;29;33;51;58;60;2;10;12;23;28;30;31;46;48;52
0249;2;11;12;16;17;23;28;36;47;60;1;4;5;12;13;22;33;34;51;54;3;8;9;12;14;19;26;30;36;57;0849;1;7;10;15;18;34;37;41;53;59;7;12;15;26;30;31;37;42;47;59;2;10;14;19;22;33;45;49;51;58
0250;6;8;10;12;14;15;18;48;52;56;8;15;16;27;30;34;47;53;54;58;1;2;6;29;33;36;38;52;56;59;0850;3;6;19;31;34;36;40;45;50;51;1;15;17;18;26;43;47;49;56;58;9;10;14;19;30;40;48;55;57;59
0251;25;26;34;36;39;40;42;43;49;55;5;8;10;18;24;25;30;31;38;40;4;11;21;30;31;37;41;47;55;60;0851;5;13;21;23;27;28;37;46;57;60;1;2;13;14;27;28;35;38;44;55;4;10;17;21;29;40;42;47;48;51
0252;2;23;25;26;33;35;47;51;57;59;7;12;18;21;23;29;34;41;44;53;1;11;28;33;38;43;44;48;58;60;0852;3;11;27;33;35;38;46;47;56;60;1;2;9;11;17;22;24;28;31;47;1;12;15;17;27;34;43;56;59;60
0253;3;7;13;17;18;23;28;33;34;43;2;3;4;15;28;33;38;41;44;56;6;8;22;23;34;38;42;46;49;51;0853;3;6;13;18;22;25;30;35;46;50;4;11;17;20;21;22;27;34;38;43;5;7;11;12;15;18;22;27;33;41
0254;10;12;18;28;30;32;38;43;47;52;4;14;17;20;28;29;36;47;48;51;2;11;16;18;19;27;37;43;47;54;0854;8;13;21;27;33;37;44;51;56;58;7;12;20;28;29;34;45;47;51;60;8;9;11;23;25;27;38;39;40;42
0255;3;5;9;29;31;34;53;56;57;58;11;26;31;33;35;43;51;54;55;60;5;20;22;23;24;27;32;34;44;55;0855;3;17;22;28;33;34;36;40;45;58;4;18;21;22;30;37;38;43;45;57;2;6;18;19;20;26;37;41;49;56
0256;3;8;10;24;26;32;34;39;41;50;2;7;25;28;33;43;46;52;53;55;2;5;7;11;18;19;20;26;39;45;0856;2;28;29;30;35;38;44;45;52;58;1;2;8;9;15;20;21;38;51;56;11;12;25;30;37;39;41;56;57;60
0257;6;12;16;21;30;35;38;40;42;57;1;3;19;20;27;29;39;47;52;54;1;2;5;8;25;40;42;49;55;56;0857;3;5;7;18;30;36;38;40;47;60;5;17;18;27;31;36;40;42;51;54;7;8;9;11;14;16;41;49;55;58
0258;10;19;24;33;37;44;46;47;52;59;7;10;13;21;22;24;36;45;50;58;4;11;12;22;25;34;36;40;42;43;0858;2;6;8;9;17;18;32;41;58;59;5;15;17;23;25;34;37;38;50;56;12;14;16;20;26;28;30;34;36;58
0259;3;5;13;25;27;28;38;52;55;58;12;14;15;32;33;34;40;41;48;60;6;10;13;15;27;29;40;46;53;55;0859;7;14;15;22;23;31;34;40;42;56;6;8;10;20;30;31;37;42;45;52;3;13;16;21;33;35;36;38;40;50
0260;3;8;16;17;18;23;46;54;55;57;5;7;18;24;32;34;36;39;40;54;6;8;28;30;31;32;42;50;52;59;0860;1;2;3;4;11;17;21;23;38;39;2;4;11;24;28;29;33;34;50;52;4;14;18;19;24;36;41;47;52;55
0261;5;9;16;21;28;33;44;52;53;57;3;7;14;19;24;26;39;51;52;60;9;22;31;34;37;38;40;43;55;56;0861;8;12;25;32;43;47;52;55;56;58;3;5;8;12;26;36;43;51;59;60;4;16;17;18;22;25;27;33;40;49
0262;11;14;16;17;18;31;37;39;45;51;2;3;13;14;33;36;38;46;47;55;9;10;18;25;27;36;40;41;48;58;0862;5;7;15;19;26;28;37;46;53;56;1;2;14;22;25;26;27;29;30;40;3;10;12;25;32;41;42;49;51;55
0263;12;19;22;26;43;47;49;54;55;60;3;8;9;21;22;24;36;43;45;60;3;9;24;26;38;40;50;53;57;60;0863;9;10;17;22;26;33;34;55;56;58;1;3;5;12;15;18;20;48;57;58;4;6;13;17;21;28;39;49;58;59
0264;10;12;15;19;22;27;32;35;38;47;9;28;31;32;35;37;41;46;50;52;2;4;6;17;27;29;31;50;53;55;0864;3;6;7;11;15;26;31;37;53;55;7;15;16;21;28;33;34;45;53;54;12;18;27;28;39;44;52;53;55;58
0265;3;6;23;30;33;38;41;45;54;59;5;8;35;36;37;42;43;45;48;60;3;5;7;13;22;26;28;33;56;59;0865;3;10;14;18;21;30;35;40;50;58;7;12;17;18;34;39;52;53;58;60;3;7;8;18;25;31;41;43;46;60
0266;2;4;6;15;19;24;34;36;38;47;9;16;21;25;28;29;30;37;47;58;4;8;20;30;34;39;40;49;52;54;0866;11;13;18;20;28;31;36;50;56;60;4;12;31;38;41;42;45;46;48;53;10;12;15;21;33;39;40;45;47;50
0267;2;8;11;21;22;24;28;38;51;59;2;11;18;19;25;30;43;53;54;56;1;3;5;20;22;29;33;36;41;48;0867;3;5;15;16;17;26;38;40;48;49;4;16;18;24;28;29;32;37;46;53;5;8;9;13;26;40;41;46;47;60
0268;5;12;13;15;20;22;32;36;40;44;4;5;13;16;26;34;40;43;47;48;3;6;7;12;13;23;24;30;35;45;0868;7;24;28;30;33;42;47;49;57;58;1;2;14;19;23;33;41;47;52;55;2;14;20;22;26;31;34;41;49;54
0269;3;15;17;29;36;45;49;50;51;58;9;12;18;19;24;27;30;37;43;57;3;12;20;24;25;28;36;38;49;58;0869;1;24;26;31;40;43;44;52;54;56;11;12;14;18;22;33;41;42;55;56;2;6;8;15;27;31;33;35;36;52
0270;2;6;19;22;38;41;43;48;57;60;11;18;23;24;25;30;41;49;57;60;2;5;11;16;24;44;54;57;58;59;0870;4;10;18;19;20;28;37;46;51;60;5;22;25;29;35;37;45;49;50;59;10;12;37;38;44;50;54;55;57;59
0271;1;14;15;16;19;21;30;38;48;60;11;15;27;32;38;39;41;43;49;52;9;17;19;21;25;27;28;43;50;60;0871;8;13;17;26;28;30;40;41;42;57;16;24;26;32;35;41;47;51;54;57;2;7;14;17;18;23;38;39;59;60
0272;5;10;12;16;17;28;35;41;47;59;8;15;18;21;25;29;30;31;44;60;4;5;7;10;24;31;45;48;54;58;0872;2;7;8;11;20;30;31;37;43;60;5;15;17;21;24;26;27;47;53;56;8;9;16;22;33;35;38;46;48;59
0273;1;3;22;25;26;45;49;56;58;59;9;15;27;31;40;45;47;51;57;58;3;9;15;17;18;27;32;48;49;59;0873;3;8;10;15;20;26;31;38;49;50;7;23;24;28;33;35;38;40;48;60;2;7;16;23;31;43;46;48;50;55
0274;7;9;22;23;28;33;42;45;51;54;1;5;11;13;19;20;35;36;49;55;5;8;9;11;30;34;41;42;45;57;0874;1;5;11;13;16;21;35;38;46;55;1;4;5;15;20;24;30;32;35;49;6;30;34;37;41;44;52;56;58;60
0275;22;31;32;33;35;38;39;47;50;52;4;6;11;13;15;34;41;51;56;60;13;28;32;40;41;43;44;50;51;54;0875;1;8;15;16;17;29;34;37;41;51;1;9;15;17;28;34;43;46;54;60;1;3;16;25;27;29;35;36;55;58
0276;5;9;10;14;19;22;42;54;56;59;2;3;7;18;20;26;28;41;42;50;2;17;23;31;37;39;46;51;56;58;0876;9;30;33;37;39;47;50;51;53;60;11;22;25;33;37;42;44;48;50;51;7;11;16;17;22;25;33;36;38;41
0277;11;15;25;28;30;36;43;47;57;59;22;23;24;25;28;29;50;53;56;60;1;4;7;12;33;47;48;51;54;58;0877;2;3;24;27;28;31;40;44;54;57;13;14;18;34;45;51;53;56;58;60;6;7;23;30;34;36;39;42;48;53
0278;7;17;20;32;36;41;49;56;58;60;2;5;16;17;35;43;46;47;54;57;6;20;23;24;28;35;36;46;50;53;0878;2;7;27;28;32;37;43;45;48;49;14;22;27;28;42;44;47;56;59;60;11;12;26;27;32;38;39;48;55;57
0279;1;2;11;21;27;45;52;54;57;58;8;13;26;30;33;39;41;45;55;56;2;8;10;13;19;22;26;37;41;52;0879;5;14;19;29;34;39;47;54;55;58;1;13;14;25;29;34;35;40;48;50;3;4;7;21;27;28;46;48;52;59
0280;6;12;19;24;34;36;38;52;54;56;3;7;17;20;42;46;51;52;57;59;1;7;9;16;18;25;28;42;56;60;0880;6;7;15;16;22;27;31;45;50;60;5;8;11;12;16;21;27;34;40;43;4;5;6;17;19;20;34;37;38;48
0281;11;12;13;22;25;27;38;45;48;52;8;11;16;19;24;31;34;41;43;48;2;23;26;31;33;38;47;50;57;58;0881;3;8;9;14;20;30;33;39;47;57;2;12;13;30;36;37;43;45;55;59;8;11;21;29;30;31;32;33;41;57
0282;5;7;15;19;27;33;35;44;56;58;1;7;11;18;27;36;46;51;52;58;10;11;23;27;28;41;45;46;50;52;0882;10;11;26;27;28;39;43;45;52;53;2;8;9;14;16;17;18;24;43;59;11;16;23;26;34;39;40;47;49;51
0283;2;11;15;23;26;30;31;33;38;48;4;12;17;21;27;34;35;38;44;60;16;21;23;32;43;47;48;50;56;60;0883;5;6;7;11;18;21;28;33;38;45;5;8;10;11;22;31;38;40;49;54;2;11;13;16;29;31;39;42;44;55
0284;8;11;24;26;41;43;47;49;55;56;6;9;16;28;29;33;35;51;55;58;7;14;20;22;31;37;40;41;42;55;0884;6;18;25;27;33;41;44;51;57;58;11;20;26;29;31;32;33;40;46;48;3;8;18;19;23;27;37;40;55;59
0285;8;20;25;29;30;33;38;48;56;57;6;8;11;15;17;22;25;45;48;59;3;10;17;22;24;31;32;36;50;58;0885;5;14;16;17;20;22;28;39;59;60;5;6;15;21;23;24;27;43;52;59;1;11;15;16;28;29;40;43;50;51
0286;1;8;10;15;23;29;42;50;54;60;3;8;15;17;19;44;46;51;52;59;3;4;7;17;27;41;46;54;55;60;0886;2;7;8;11;13;23;26;36;42;50;7;12;16;19;22;23;37;49;50;55;13;19;27;30;35;37;39;46;47;55
0287;1;3;19;23;28;30;36;44;54;57;7;20;26;28;30;36;38;48;50;55;15;29;30;33;34;40;42;52;56;57;0887;7;17;25;28;34;41;43;45;55;60;7;8;9;33;39;44;48;53;54;57;4;17;20;40;44;45;50;57;58;59
0288;8;17;25;31;40;45;48;53;57;58;2;6;9;18;23;30;32;43;51;56;2;15;19;23;31;36;40;52;56;60;0888;7;13;23;24;26;31;33;34;39;54;4;7;10;24;33;46;49;55;56;60;1;2;3;7;25;27;30;41;46;60
0289;3;16;25;30;37;38;39;41;44;45;6;10;12;14;23;31;32;46;54;59;8;11;20;21;29;31;32;38;44;51;0889;11;14;24;29;31;46;48;51;53;56;1;16;18;20;21;26;34;41;49;54;1;5;10;24;25;35;36;43;45;60
0290;5;13;19;24;28;29;33;39;52;59;3;14;17;19;21;23;26;30;34;36;4;9;17;21;23;31;38;51;55;59;0890;4;23;25;29;32;34;37;50;51;54;1;2;6;12;27;29;34;38;40;56;8;10;20;28;30;33;36;38;43;59
0291;1;2;20;26;28;31;33;36;39;44;5;12;16;22;23;34;42;55;58;60;2;10;11;24;35;39;41;43;47;56;0891;2;6;14;20;28;34;41;45;47;48;1;4;5;10;14;22;25;30;42;59;7;8;10;15;19;22;26;28;38;57
0292;5;10;17;25;28;42;43;48;59;60;5;6;7;13;22;37;38;39;53;55;1;5;13;24;31;33;35;47;52;53;0892;2;8;13;15;27;35;40;41;42;60;7;8;9;33;36;39;44;54;55;57;4;18;22;31;32;34;46;51;59;60
0293;3;4;21;23;33;34;38;46;55;56;10;12;28;39;44;46;49;52;58;60;9;17;27;28;33;45;47;50;56;58;0893;4;7;11;15;21;29;31;45;50;60;3;7;13;16;23;29;38;42;44;50;1;2;11;20;29;38;39;50;53;59
0294;3;8;29;38;46;49;53;54;59;60;5;9;14;22;24;29;35;55;56;58;5;9;13;26;27;46;49;52;53;59;0894;4;8;12;16;17;19;27;45;50;56;2;3;8;15;19;31;36;42;47;58;2;12;16;23;28;29;51;54;55;59
0295;1;2;10;12;19;30;39;45;46;50;7;11;12;23;28;35;44;45;58;60;3;8;16;29;31;35;36;41;43;60;0895;10;18;25;26;32;33;35;38;45;55;2;3;15;20;26;27;29;50;51;55;6;8;17;27;30;42;46;50;52;57
0296;15;16;22;31;35;42;47;50;54;55;7;19;20;22;24;27;29;40;43;53;2;3;6;22;30;39;47;49;50;51;0896;1;10;16;22;26;32;39;43;45;53;6;7;19;20;27;34;39;45;48;49;3;9;10;13;24;28;29;41;53;56
0297;3;7;9;11;26;39;42;46;51;55;4;34;39;41;42;47;48;53;54;59;11;23;28;29;33;34;36;52;53;54;0897;8;9;10;26;28;33;39;48;50;59;1;2;24;27;28;30;31;35;50;52;2;6;9;14;16;17;37;40;50;58
0298;1;3;15;27;31;36;39;43;45;56;4;17;20;24;30;34;41;46;51;53;1;3;7;14;17;18;25;36;38;54;0898;1;4;7;12;13;21;27;29;52;54;1;7;14;16;26;35;39;40;43;44;4;6;17;21;29;32;39;52;58;60
0299;6;11;12;14;27;35;38;46;48;57;1;2;5;39;43;44;46;47;52;55;8;12;36;39;42;49;53;54;55;58;0899;9;14;21;27;29;36;37;50;52;57;6;10;11;15;19;21;22;31;50;54;11;13;33;35;46;47;49;55;57;58
0300;13;16;21;23;26;39;44;46;56;59;8;9;17;18;24;49;53;54;55;59;15;17;27;32;34;39;45;48;50;51;0900;9;30;31;33;37;39;41;48;50;52;4;5;6;19;31;32;33;35;46;49;3;5;12;18;21;23;28;36;48;50
0301;6;18;21;26;30;33;36;41;46;49;7;9;22;31;42;46;47;53;54;57;9;27;30;38;43;45;51;52;57;60;0901;5;11;21;24;29;31;39;46;58;60;5;9;10;14;27;33;39;40;42;51;3;6;9;12;13;41;44;45;48;50
0302;1;13;19;21;33;34;43;49;51;57;14;19;20;23;25;26;28;32;38;54;2;8;11;13;15;21;24;26;43;51;0902;3;6;19;26;27;32;39;44;46;55;6;10;12;25;32;35;44;51;52;54;15;16;28;30;41;49;50;51;56;59
0303;5;9;11;19;23;35;36;42;50;53;1;5;23;25;35;37;39;40;42;49;3;22;23;28;32;42;43;50;55;56;0903;3;8;17;24;28;31;35;47;49;51;2;8;15;24;29;35;39;54;55;58;4;13;23;33;39;40;44;49;51;55
0304;15;17;20;31;36;38;39;45;46;53;2;3;4;6;10;17;18;26;34;52;14;17;27;34;36;48;50;51;52;58;0904;20;27;32;33;34;38;50;52;53;54;1;5;10;20;24;27;32;42;45;54;3;7;11;19;21;26;35;47;53;57
0305;12;13;20;22;39;40;41;47;52;56;8;11;16;38;39;40;41;46;49;54;1;8;9;29;30;33;34;41;46;58;0905;1;8;11;19;29;37;40;43;50;54;2;6;9;19;21;33;34;40;46;60;2;3;11;18;20;32;33;37;42;57
0306;1;6;8;14;32;37;38;41;47;53;12;13;20;27;40;41;42;56;57;58;9;16;27;34;45;52;53;54;58;60;0906;4;11;26;28;37;40;41;46;50;53;13;16;18;29;38;41;48;49;50;59;2;13;19;26;34;35;37;44;52;53
0307;2;4;11;12;16;25;39;47;49;56;4;6;7;15;18;23;24;36;43;47;1;2;5;8;12;19;29;38;54;56;0907;8;11;22;30;31;33;38;40;48;60;4;8;12;18;23;34;42;43;55;57;1;4;12;17;19;21;24;29;42;59
0308;2;6;12;19;21;46;49;52;53;58;9;29;39;41;45;46;49;50;53;56;4;20;21;26;29;30;32;35;37;56;0908;15;17;20;25;31;39;48;51;57;60;9;12;17;26;29;32;34;36;38;57;3;23;33;34;39;49;51;54;55;58
0309;2;9;39;45;46;47;51;55;57;58;4;12;16;19;25;35;40;43;47;56;3;8;18;29;35;43;46;47;50;56;0909;7;13;27;30;35;38;40;50;53;55;1;7;11;12;32;34;38;44;52;57;3;5;9;13;14;23;50;52;56;59
0310;1;10;13;22;23;28;35;41;53;60;5;8;9;17;18;24;26;38;46;56;3;6;8;15;16;19;29;38;39;51;0910;5;14;20;21;30;47;51;54;56;60;3;11;12;17;18;32;35;36;41;54;6;16;17;28;32;37;44;47;48;51
0311;9;11;15;18;32;39;50;51;58;59;9;19;28;46;47;54;55;57;58;60;9;14;15;16;30;35;37;41;48;57;0911;1;2;10;12;14;22;42;47;59;60;8;16;25;31;35;36;38;43;45;50;3;7;11;13;14;19;22;27;32;45
0312;1;2;13;19;24;26;39;45;46;52;16;18;25;37;42;47;49;52;56;57;10;13;14;17;18;25;27;35;42;49;0912;1;8;10;12;22;26;28;31;44;48;9;12;21;30;31;32;33;34;43;44;3;9;11;17;25;33;37;51;54;58
0313;8;11;17;21;24;29;40;42;50;58;2;7;9;18;31;37;49;55;56;60;4;7;8;15;16;18;21;28;38;45;0913;3;11;13;18;24;35;45;51;53;59;12;19;24;32;33;39;42;46;50;54;6;7;25;28;43;45;50;54;58;59
0314;5;13;17;20;26;31;32;37;39;49;5;18;21;28;29;39;43;45;53;60;18;19;28;32;36;42;44;53;57;59;0914;1;2;18;19;20;27;32;40;54;55;5;12;16;19;23;32;41;46;49;51;6;11;12;16;18;19;27;36;41;43
0315;1;2;16;17;25;26;29;37;44;57;1;6;9;20;30;32;33;37;39;44;7;10;13;14;16;32;34;38;45;56;0915;4;9;10;13;17;33;34;36;56;57;2;14;15;16;22;23;28;33;45;58;12;20;24;44;46;47;50;51;54;57
0316;21;23;29;30;31;33;35;45;50;53;3;7;13;16;18;43;47;49;55;57;1;3;5;13;16;26;36;44;48;59;0916;3;9;21;24;27;28;38;44;47;51;8;10;16;17;28;35;40;44;55;58;6;8;21;33;40;44;46;49;52;55
0317;2;3;12;14;20;25;31;39;48;58;6;14;18;20;23;24;29;38;40;51;3;11;26;27;34;40;46;48;52;53;0917;14;20;23;29;37;38;39;40;41;60;4;6;8;11;12;20;37;47;51;57;6;10;15;21;24;27;28;29;34;51
0318;4;14;18;20;24;40;44;49;50;58;3;11;12;16;17;19;20;24;50;60;5;8;10;12;20;22;23;34;48;59;0918;7;12;18;19;27;29;31;45;56;60;4;14;20;23;25;37;40;42;43;51;4;14;20;21;26;33;48;50;52;57
0319;2;15;24;28;42;46;48;51;53;54;6;16;18;32;38;39;41;53;57;59;1;3;12;14;24;25;26;37;43;48;0919;8;10;12;20;22;27;41;42;44;51;4;12;13;14;28;29;42;43;48;53;1;4;5;12;26;35;37;51;52;55
0320;2;6;12;22;33;35;38;47;51;58;2;10;13;19;20;23;31;33;42;55;2;3;5;38;40;41;42;45;46;49;0920;1;2;20;23;32;36;45;52;55;60;1;9;10;13;16;21;24;37;54;60;8;16;23;24;25;32;41;43;55;56
0321;6;9;10;13;25;43;44;46;49;54;4;7;8;10;12;20;29;30;56;58;2;3;8;10;17;18;19;35;50;57;0921;3;7;16;20;24;25;30;38;43;50;16;18;21;24;27;30;31;46;48;56;3;8;10;11;17;21;23;26;28;51
0322;9;13;27;31;32;33;43;45;52;53;14;17;30;32;34;45;47;50;57;58;2;9;17;22;38;41;48;51;53;54;0922;3;14;21;29;36;37;43;46;54;56;4;11;12;17;42;44;46;54;56;60;14;21;25;34;37;42;46;50;53;60
0323;1;2;12;23;28;29;33;37;43;49;4;16;23;28;32;47;48;52;54;57;4;9;21;23;25;34;38;53;57;60;0923;10;22;27;38;39;45;47;53;54;57;2;8;19;22;28;30;45;51;52;54;3;11;13;36;37;38;45;52;56;58
0324;8;9;29;30;31;45;48;52;55;57;16;19;34;41;43;48;51;56;59;60;7;11;18;22;24;33;43;44;50;60;0924;4;9;20;21;22;51;53;54;56;57;7;9;10;27;31;32;39;40;41;48;2;3;10;18;22;35;39;43;47;57
0325;3;4;10;12;18;24;31;41;50;58;13;23;24;35;37;40;42;47;52;57;27;29;31;37;43;44;48;50;52;58;0925;4;5;6;15;20;21;30;42;48;54;4;7;8;13;20;33;45;47;55;58;13;14;20;34;41;45;47;49;56;58
0326;6;13;25;28;29;38;44;45;48;54;3;8;12;19;21;31;36;56;58;60;6;9;11;26;32;35;38;42;50;57;0926;17;21;27;30;34;43;48;49;51;56;8;11;25;31;34;41;48;55;56;60;6;14;19;20;31;39;44;47;51;54
